round,main_accuracy,main_loss,attack_success_rate,is_attack_active,bottleneck_distance,bottleneck_threshold
1,0.07110055423594616,3.629037914276123,0.0,0,,
2,0.0782264449722882,3.551400036811829,0.0,0,,
3,0.08511480601741885,3.5060830545425414,0.0,0,,
4,0.10878859857482186,3.442097015380859,0.0,0,,
5,0.15756136183689629,3.3904228830337524,0.0,0,,
6,0.131353919239905,3.3254833984375,0.0,0,,
7,0.18915281076801266,3.2017633962631225,0.0,0,,
8,0.19588281868566904,3.031911334991455,0.0,0,,
9,0.10475059382422802,3.2909709644317626,0.0,0,,
10,0.29651623119556614,2.882377543449402,0.0,0,,
11,0.20942201108471892,2.7491951036453246,0.0,0,,
12,0.17878068091844815,3.587492470741272,0.0,0,,
13,0.3300079176563737,2.718761568069458,0.0,0,,
14,0.2612034837688044,2.5767764377593996,0.0,0,,
15,0.3651623119556611,2.2564777946472168,0.0,0,,
16,0.30482977038796516,2.3898989152908325,0.0,0,,
17,0.376326207442597,2.269650044441223,0.0,0,,
18,0.3007917656373713,2.2849790763854982,0.0,0,,
19,0.42351543942992875,2.126292748451233,0.0,0,,
20,0.3133016627078385,2.3286615800857544,0.0,0,,
21,0.43927157561361835,1.8848829865455627,0.0,0,,
22,0.48812351543942994,1.6924790835380554,0.0,0,,
23,0.49517022961203483,1.6838171577453613,0.0,0,,
24,0.5007917656373714,1.6154912734031677,0.0,0,,
25,0.4709422011084719,1.7065567564964295,0.0,0,,
26,0.5671417260490895,1.4898624968528749,0.0,0,,
27,0.5225653206650831,1.4995374584197998,0.0,0,,
28,0.4855106888361045,1.5384755682945253,0.0,0,,
29,0.2880443388756928,3.3503676509857176,0.0,0,,
30,0.5108471892319874,1.7875963211059571,0.0,0,,
31,0.6135391923990499,1.3218442678451539,0.0,0,,
32,0.5406175771971496,1.4524217557907104,0.0,0,,
33,0.5654790182106096,1.383263990879059,0.0,0,,
34,0.6170229612034838,1.28614413022995,0.0,0,,
35,0.5490102929532859,1.450394070148468,0.0,0,,
36,0.47458432304038006,1.8247423672676086,0.0,0,,
37,0.6188440221694379,1.2263757371902466,0.0,0,,
38,0.6097387173396674,1.262055628299713,0.0,0,,
39,0.5546318289786223,1.4872677254676818,0.0,0,,
40,0.6369754552652415,1.1153484177589417,0.0,0,,
41,0.5920823436262866,1.2913676714897155,0.0,0,,
42,0.5221694378463975,1.4474428415298461,0.0,0,,
43,0.6923990498812351,1.025957120656967,0.0,0,,
44,0.43927157561361835,2.300243179798126,0.0,0,,
45,0.686381631037213,1.1466640424728394,0.0,0,,
46,0.6965954077593033,0.9457152032852173,0.0,0,,
47,0.5140934283452098,1.627930212020874,0.0,0,,
48,0.7234362628661916,0.9268920886516571,0.0,0,,
49,0.65027711797308,1.117498300075531,0.0,0,,
50,0.5258115597783056,1.5350940346717834,0.0,0,,
51,0.7220110847189232,0.910196623802185,0.0,0,,
52,0.6422802850356295,1.0966560459136963,0.0,0,,
53,0.5794932699920824,1.5026464366912842,0.0,0,,
54,0.7077593032462391,0.9435251688957215,0.0,0,,
55,0.5825811559778306,1.8997573375701904,0.0,0,,
56,0.7529691211401425,0.9470375466346741,0.0,0,,
57,0.7467141726049089,0.8078822135925293,0.0,0,,
58,0.7905779889152811,0.7000445127487183,0.0,0,,
59,0.7630245447347586,0.7555592858791351,0.0,0,,
60,0.7489311163895487,0.7873905348777771,0.0,0,,
61,0.7936658749010292,0.7181406009197235,0.0,0,,
62,0.7367379255740301,0.8658740508556366,0.0,0,,
63,0.7917656373713381,0.6652782344818116,0.0,0,,
64,0.7422802850356295,0.8646706974506378,0.0,0,,
65,0.7951702296120349,0.6971947968006134,0.0,0,,
66,0.804750593824228,0.6383306777477264,0.0,0,,
67,0.7532858273950911,0.8114070272445679,0.0,0,,
68,0.8034837688044338,0.6580218338966369,0.0,0,,
69,0.7612034837688044,0.7508493113517761,0.0,0,,
70,0.7298495645288995,0.8572012031078339,0.0,0,,
71,0.7939825811559779,0.670426391363144,0.0,0,,
72,0.7764845605700713,0.7438820910453796,0.0,0,,
73,0.759778305621536,0.7560316276550293,0.0,0,,
74,0.7106096595407759,0.9472180271148681,0.0,0,,
75,0.8220110847189231,0.5959918558597564,0.0,0,,
76,0.8356294536817103,0.5526860272884369,0.0,0,,
77,0.8451306413301662,0.5290769135951996,0.0,0,,
78,0.8446555819477435,0.525976499915123,0.0,0,,
79,0.8403008709422011,0.5402025002241134,0.0,0,,
80,0.8561361836896278,0.5085109269618988,0.0,0,,
81,0.8329374505146476,0.5553186506032943,0.0,0,,
82,0.8433095803642122,0.5210840058326721,0.0,0,,
83,0.8494853523357087,0.5013578927516937,0.0,0,,
84,0.8437054631828979,0.5314217674732208,0.0,0,,
85,0.770387965162312,0.763947194814682,0.0,0,,
86,0.8513855898653998,0.5078052967786789,0.0,0,,
87,0.8346001583531275,0.5653857254981994,0.0,0,,
88,0.8296912114014252,0.5664288747310638,0.0,0,,
89,0.8387965162311956,0.5378827315568924,0.0,0,,
90,0.8484560570071259,0.5059491729736328,0.0,0,,
91,0.8469517022961204,0.5027897721529007,0.0,0,,
92,0.8262074425969913,0.5969187235832214,0.0,0,,
93,0.8127474267616785,0.5972747510671615,0.0,0,,
94,0.794695170229612,0.6562480175495148,0.0,0,,
95,0.8634996041171813,0.4799915027618408,0.0,0,,
96,0.8463974663499604,0.5372238475084304,0.0,0,,
97,0.8514647664291369,0.5050070691108703,0.0,0,,
98,0.8249406175771972,0.628024080991745,0.0,0,,
99,0.8172604908946952,0.6329809165000916,0.0,0,,
100,0.8572446555819477,0.48957668364048,0.0,0,,
101,0.8551068883610451,0.4995002818107605,0.0,0,,
102,0.8636579572446555,0.47303210079669955,0.0,0,,
103,0.8420427553444181,0.5236505436897277,0.0,0,,
104,0.840221694378464,0.54376149892807,0.0,0,,
105,0.8416468725257323,0.517848025560379,0.0,0,,
106,0.8168646080760095,0.6128451251983642,0.0,0,,
107,0.7684085510688836,0.802255380153656,0.0,0,,
108,0.8320665083135392,0.5506685537099838,0.0,0,,
109,0.8235154394299288,0.5252816754579545,0.0,0,,
110,0.8517022961203484,0.48132367074489596,0.0,0,,
111,0.8501979414093428,0.49178345799446105,0.0,0,,
112,0.8618368962787015,0.4742775559425354,0.0,0,,
113,0.8166270783847981,0.6090848422050477,0.0,0,,
114,0.8166270783847981,0.6431894659996032,0.0,0,,
115,0.8742676167854315,0.43136457085609436,0.0,0,,
116,0.8374505146476643,0.5382353812456131,0.0,0,,
117,0.884006334125099,0.4093585723638535,0.0,0,,
118,0.8755344418052257,0.4350660252571106,0.0,0,,
119,0.8851148060174189,0.40841206669807434,0.0,0,,
120,0.846159936658749,0.5288926166296005,0.015518606492478226,1,,
121,0.8849564528899446,0.4178667783737183,0.03681710213776722,1,,
122,0.8785431512272367,0.4229622578620911,0.10482977038796516,1,,
123,0.8646080760095012,0.46076672852039335,0.09944576405384006,1,,
124,0.8910530482977039,0.3875444585084915,0.09912905779889153,1,,
125,0.7833729216152019,0.7314968550205231,0.14655581947743468,1,,
126,0.8736342042755344,0.4349718767404556,0.20205859065716547,1,,
127,0.8824228028503563,0.406343954205513,0.2053840063341251,1,,
128,0.8825811559778306,0.4009883975982666,0.18543151227236737,1,,
129,0.7691211401425179,0.7658549439907074,0.4092636579572447,1,,
130,0.8878859857482185,0.40421057522296905,0.1606492478226445,1,,
131,0.8775930324623912,0.4119051545858383,0.18551068883610453,1,,
132,0.8954869358669834,0.37990980088710785,0.21892319873317498,1,,
133,0.8861441013460016,0.4070720046758652,0.258590657165479,1,,
134,0.8836896278701505,0.40532389760017395,0.20617577197149645,1,,
135,0.8896278701504354,0.3754898589849472,0.1941409342834521,1,,
136,0.785827395091053,0.8201815187931061,0.1368171021377672,1,,
137,0.8935866983372922,0.3778479510545731,0.2496437054631829,1,,
138,0.8802850356294537,0.41298139810562134,0.23832145684877276,1,,
139,0.829532858273951,0.5343471598625184,0.34576405384006337,1,,
140,0.8819477434679335,0.39204645991325376,0.14885193982581155,1,,
141,0.8959619952494062,0.36483019530773164,0.2466349960411718,1,,
